rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,source_file
34,spotify:track:3B54sVLJ402zGa6Xm4YGNe,"French Montana, Swae Lee",Unforgettable,Bad Boy Entertainment/Epic Records,3,57,39,10572262,regional-global-weekly-2018-01-04.csv
35,spotify:track:5tz69p7tJuGPeMGwNTxYuV,"Logic, Alessia Cara, Khalid",1-800-273-8255,Def Jam Recordings,5,50,36,10215136,regional-global-weekly-2018-01-04.csv
36,spotify:track:42CeaId2XNlxugDvyqHfDf,Post Malone,Candy Paint,Republic Records,17,36,16,10164294,regional-global-weekly-2018-01-04.csv
37,spotify:track:6De0lHrwBfPfrhorm9q1Xl,Danny Ocean,Me Rehúso,Atlantic Records,20,52,46,10109248,regional-global-weekly-2018-01-04.csv
38,spotify:track:1m69ELEgE6k5ZWsap40ozt,Ozuna,Se Preparó,VP Records Corp/Dimelo Vi,30,40,19,10079450,regional-global-weekly-2018-01-04.csv
39,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,"Post Malone, Quavo",Congratulations,Mercury Records/Republic Owned,20,44,50,10019761,regional-global-weekly-2018-01-04.csv
40,spotify:track:0Zbbxnx4SGGHoIow4PpISP,"Kygo, Justin Jesso",Stargazing,Kygo,15,62,15,9792452,regional-global-weekly-2018-01-04.csv
41,spotify:track:33bnxcjePIkcmNjEFTJX0l,"Piso 21, Manuel Turizo",Déjala Que Vuelva (feat. Manuel Turizo),WM Mexico,41,53,9,9677603,regional-global-weekly-2018-01-04.csv
42,spotify:track:7JNh1cfm0eXjqFVOzKLyau,"Becky G, Bad Bunny",Mayores,Kemosabe Records/RCA Records/Sony Music Latin,33,49,23,9523877,regional-global-weekly-2018-01-04.csv
43,spotify:track:2nUJvBO87SkxCViQsLc9Zr,Big Shaq,Man's Not Hot,Universal-Island Records Ltd.,36,48,13,9408776,regional-global-weekly-2018-01-04.csv
44,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,HUMBLE.,Aftermath,1,59,40,9374115,regional-global-weekly-2018-01-04.csv
45,spotify:track:7sO5G9EABYOXQKNPNiE9NR,"Offset, Metro Boomin",Ric Flair Drip (with Metro Boomin),"Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",32,51,10,9282390,regional-global-weekly-2018-01-04.csv
46,spotify:track:6u0EAxf1OJTLS7CvInuNd7,"Anitta, ZAAC, Maejor, Tropkillaz, DJ Yuri Martins",Vai malandra (feat. Tropkillaz & DJ Yuri Martins),WM Brazil,30,30,3,9186447,regional-global-weekly-2018-01-04.csv
47,spotify:track:6RUKPb4LETWmmr3iAEQktW,"The Chainsmokers, Coldplay",Something Just Like This,Disruptor Records/Columbia,2,69,46,9034798,regional-global-weekly-2018-01-04.csv
48,spotify:track:0OlnLZY4cmQzT6ZGttvWBM,"Martin Garrix, David Guetta, Jamie Scott, Romy Dya",So Far Away (feat. Jamie Scott & Romy Dya),Epic Amsterdam,48,67,5,8711976,regional-global-weekly-2018-01-04.csv
49,spotify:track:6VpQdig9pdpTSIFItgkJV5,Camila Cabello,Never Be the Same,Syco Music/Epic,45,66,4,8588867,regional-global-weekly-2018-01-04.csv
50,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,21 Savage,Bank Account,"Slaughter Gang, LLC/Epic Records",22,58,26,8575541,regional-global-weekly-2018-01-04.csv
51,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Charlie Puth,Attention,Artist Partner,5,64,37,8474396,regional-global-weekly-2018-01-04.csv
52,spotify:track:7EI6Iki24tBHAMxtb4xQN2,Rita Ora,Anywhere,Atlantic Records UK,45,70,11,8222440,regional-global-weekly-2018-01-04.csv
53,spotify:track:71bBFbfn2OBK5QwUJSLS44,"Axwell /\ Ingrosso, Axwell, Sebastian Ingrosso",More Than You Know,Pophouse Entertainment Group,15,100,32,7994741,regional-global-weekly-2018-01-04.csv
54,spotify:track:3whrwq4DtvucphBPUogRuJ,"Camila Cabello, Daddy Yankee",Havana - Remix,Syco Music/Epic,50,79,7,7771750,regional-global-weekly-2018-01-04.csv
55,spotify:track:3m660poUr1chesgkkjQM7P,Demi Lovato,Sorry Not Sorry,Island Records,7,73,26,7696064,regional-global-weekly-2018-01-04.csv
56,spotify:track:2OALaHcDdKkjYEpAr0Qzab,"Avicii, Rita Ora",Lonely Together (feat. Rita Ora),Pophouse Entertainment Group,19,84,21,7670636,regional-global-weekly-2018-01-04.csv
57,spotify:track:70lnL3QaSOIIyMa2X9aVRL,"Shakira, Nicky Jam",Perro Fiel (feat. Nicky Jam),Sony Music Latin,46,65,13,7597732,regional-global-weekly-2018-01-04.csv
58,spotify:track:5yFSF6qQA1rcLsQRnBsZgb,"Alan Walker, Noah Cyrus, Digital Farm Animals, Juliander",All Falls Down (feat. Juliander),Kreatell Music,52,90,10,7499091,regional-global-weekly-2018-01-04.csv
59,spotify:track:0CcQNd8CINkwQfe1RDtGV6,Imagine Dragons,Believer,Kid Ina Korner / Interscope,16,78,48,7271716,regional-global-weekly-2018-01-04.csv
60,spotify:track:1wjzFQodRWrPcQ0AnYnvQ9,Lauv,I Like Me Better,Lauv,29,85,31,7238310,regional-global-weekly-2018-01-04.csv
61,spotify:track:2z4pcBLQXF2BXKFvd0BuB6,"Jason Derulo, French Montana",Tip Toe (feat. French Montana),Beluga Heights/Warner Records,60,88,8,7200977,regional-global-weekly-2018-01-04.csv
62,spotify:track:7ofxPmTNMj2GP07g1VZa0O,"Alex Sensation, Ozuna",Que Va,JP Entertainment (Jorge Pino),54,74,19,7088995,regional-global-weekly-2018-01-04.csv
63,spotify:track:1YZfcVLbbJwfizR5cDOp3q,"Migos, Nicki Minaj, Cardi B",MotorSport,"Quality Control Music, LLC",34,76,10,7085441,regional-global-weekly-2018-01-04.csv
64,spotify:track:2771LMNxwf62FTAdpJMQfM,Cardi B,Bodak Yellow,KSR/Atlantic,21,87,23,7034863,regional-global-weekly-2018-01-04.csv
65,spotify:track:79cuOz3SPQTuFrp8WgftAu,Shawn Mendes,There's Nothing Holdin' Me Back,Island Records,5,101,37,6929306,regional-global-weekly-2018-01-04.csv
66,spotify:track:4DTpngLjoHj5gFxEZFeD3J,"Kodak Black, Lil Wayne",Codeine Dreaming (feat. Lil Wayne),Atlantic Records,66,108,6,6857634,regional-global-weekly-2018-01-04.csv
67,spotify:track:0OI7AFifLSoGzpb8bdBLLV,"mgk, X Ambassadors, Bebe Rexha","Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Atlantic Records,67,82,6,6853150,regional-global-weekly-2018-01-04.csv
68,spotify:track:3VClLWqNn80Llv0PJOsKgr,"Nacho, Yandel, Bad Bunny, Mambo Kingz, DJ Luian",Báilame - Remix,UMLE - Latino,58,83,20,6751639,regional-global-weekly-2018-01-04.csv
69,spotify:track:0qYTZCo5Bwh1nsUFGZP3zn,Maluma,Felices los 4,Sony Music Latin,17,89,37,6738010,regional-global-weekly-2018-01-04.csv
70,spotify:track:1x5sYLZiu9r5E43kMlt9f8,"Clean Bandit, Zara Larsson",Symphony (feat. Zara Larsson),Atlantic Records UK,11,147,42,6665747,regional-global-weekly-2018-01-04.csv
71,spotify:track:4zWO4gvuFtw6EJZC5FFGlr,"MC Fioti, Future, J Balvin, Stefflon Don, Juan Magán",Bum Bum Tam Tam,Universal-Island Records Ltd.,71,99,3,6664769,regional-global-weekly-2018-01-04.csv
72,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,"The Chainsmokers, Halsey",Closer,Disruptor Records/Columbia,2,152,54,6656029,regional-global-weekly-2018-01-04.csv
73,spotify:track:7nZmah2llfvLDiUjm0kiyz,"Justin Bieber, BloodPop®",Friends (with BloodPop®),BloodPop/DJ/RMBG/Republic,2,92,20,6620450,regional-global-weekly-2018-01-04.csv
74,spotify:track:3ncgNpxLoBQ65ABk4djDyd,"Famous Dex, A$AP Rocky",PICK IT UP (feat. A$AP Rocky),300 Entertainment,61,96,8,6429729,regional-global-weekly-2018-01-04.csv
75,spotify:track:4dVpf9jZjcORqGTLUaeYj9,A$AP Ferg,Plain Jane,RCA Records Label,37,103,16,6393108,regional-global-weekly-2018-01-04.csv
76,spotify:track:1KSqYYJFyfTecXFk9M0prc,"Wisin, Ozuna",Escápate Conmigo (feat. Ozuna),Sony Music Latin,38,95,39,6372956,regional-global-weekly-2018-01-04.csv
77,spotify:track:5TysCiZtv1HnSWcTcUFusI,"Joey Montana, Sebastian Yatra",Suena El Dembow,UMLE - Latino,66,93,16,6289780,regional-global-weekly-2018-01-04.csv
78,spotify:track:5Htb1uFQ1KrkFXlefS8oGj,Demi Lovato,Tell Me You Love Me,Island Records,78,128,6,6288296,regional-global-weekly-2018-01-04.csv
79,spotify:track:3DXncPQOG4VBw3QHh3S817,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne","I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",Epic/We The Best,2,125,36,6261548,regional-global-weekly-2018-01-04.csv
80,spotify:track:4aWmUDTfIPGksMNLV2rQP2,"Luis Fonsi, Daddy Yankee",Despacito,UMLE - Latino,4,115,51,6230684,regional-global-weekly-2018-01-04.csv
81,spotify:track:5bcTCxgc7xVfSaMV3RuVke,"Calvin Harris, Pharrell Williams, Katy Perry, Big Sean, Funk Wav","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Columbia,5,138,29,6205486,regional-global-weekly-2018-01-04.csv
82,spotify:track:6PGoSes0D9eUDeeAafB2As,"Kendrick Lamar, Zacari",LOVE. FEAT. ZACARI.,Aftermath,14,112,38,6190848,regional-global-weekly-2018-01-04.csv
83,spotify:track:6EpRaXYhGOB3fj4V2uDkMJ,"Liam Payne, Quavo",Strip That Down (feat. Quavo),Capitol Records UK / EMI,9,135,33,6174585,regional-global-weekly-2018-01-04.csv
84,spotify:track:1xznGGDReH1oQq0xzbwXa3,"Drake, Wizkid, Kyla",One Dance,Cash Money Records/Young Money Ent./Universal Rec.,12,192,54,6137340,regional-global-weekly-2018-01-04.csv
85,spotify:track:7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,Bad Vibes Forever / EMPIRE,15,91,19,6137178,regional-global-weekly-2018-01-04.csv
86,spotify:track:0JcNysfWVWaMS7R6vzGB2k,"Carlos Vives, Sebastian Yatra",Robarte un Beso,Sony Music Latin,61,102,22,6052497,regional-global-weekly-2018-01-04.csv
87,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,Columbia,7,111,54,6026012,regional-global-weekly-2018-01-04.csv
88,spotify:track:0afhq8XCExXpqazXczTSve,Ed Sheeran,Galway Girl,Atlantic Records UK,2,121,44,6024090,regional-global-weekly-2018-01-04.csv
89,spotify:track:7y9iMe8SOB6z3NoHE2OfXl,Halsey,Bad At Love,Astralwerks (ASW),68,136,19,5999503,regional-global-weekly-2018-01-04.csv
90,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,Cactus Jack / Epic,60,130,53,5983422,regional-global-weekly-2018-01-04.csv
91,spotify:track:1OAh8uOEOvTDqkKFsKksCi,"DJ Khaled, Rihanna, Bryson Tiller",Wild Thoughts (feat. Rihanna & Bryson Tiller),Epic/We The Best,2,143,29,5969539,regional-global-weekly-2018-01-04.csv
92,spotify:track:6NWl2m8asvH83xjuXVNsuG,Lil Xan,Betrayed,Columbia,55,110,9,5943900,regional-global-weekly-2018-01-04.csv
93,spotify:track:5WoaF1B5XIEnWfmb5NZikf,"Miguel, Travis Scott",Sky Walker (feat. Travis Scott),ByStorm Entertainment/RCA Records,93,122,7,5834794,regional-global-weekly-2018-01-04.csv
94,spotify:track:7Ed6BkggCS2KaKY5YlINaF,"BTS, Desiigner, Steve Aoki",MIC Drop (feat. Desiigner) [Steve Aoki Remix],BIGHIT MUSIC,71,124,6,5818022,regional-global-weekly-2018-01-04.csv
95,spotify:track:3eR23VReFzcdmS7TYCrhCe,"Kygo, Selena Gomez",It Ain't Me (with Selena Gomez),Kygo,2,155,46,5793719,regional-global-weekly-2018-01-04.csv
96,spotify:track:1yxgsra98r3qAtxqiGZPiX,Travis Scott,BUTTERFLY EFFECT,Cactus Jack / Epic,40,123,33,5776028,regional-global-weekly-2018-01-04.csv
97,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,That's What I Like,Atlantic Records,6,141,54,5733866,regional-global-weekly-2018-01-04.csv
98,spotify:track:0CokSRCu5hZgPxcZBaEzVE,"Macklemore, Skylar Grey",Glorious (feat. Skylar Grey),Bendo LLC,14,134,26,5677606,regional-global-weekly-2018-01-04.csv
99,spotify:track:6kex4EBAj0WHXDKZMEJaaF,"Jason Derulo, Nicki Minaj, Ty Dolla $ign",Swalla (feat. Nicki Minaj & Ty Dolla $ign),Beluga Heights/Warner Records,6,163,45,5666536,regional-global-weekly-2018-01-04.csv
100,spotify:track:152lZdxL1OR0ZMW6KquMif,Khalid,Location,"Right Hand Music Group, LLC/RCA Records",34,137,48,5612166,regional-global-weekly-2018-01-04.csv
101,spotify:track:4V6MRo0CEAC9MwAm7dkPuL,Camila Cabello,Real Friends,Syco Music/Epic,101,149,4,5550953,regional-global-weekly-2018-01-04.csv
102,spotify:track:0NiXXAI876aGImAd6rTj8w,"Jonas Blue, William Singe",Mama,UMOD (Universal Music On Demand),11,153,35,5550897,regional-global-weekly-2018-01-04.csv
103,spotify:track:693iqPOQvhI7PobtR8CC8v,"J Balvin, Jowell & Randy",Bonita,Rimas (J Balvin - Jowell & Randy),42,107,30,5524615,regional-global-weekly-2018-01-04.csv
104,spotify:track:0lJCqIx5BhZtf6QtYI2fbv,"Daddy Yankee, Bad Bunny",Vuelve,Craft Latino,71,118,13,5474517,regional-global-weekly-2018-01-04.csv
105,spotify:track:2x0WlnmfG39ZuDmstl9xfX,"Taylor Swift, Ed Sheeran, Future",End Game,Taylor Swift,86,109,5,5463387,regional-global-weekly-2018-01-04.csv
106,spotify:track:5TmZYdHW6HJ9gt7Aokuql5,"Sebastian Yatra, Dalmata",SUTRA,UMLE - Latino,105,129,10,5445062,regional-global-weekly-2018-01-04.csv
107,spotify:track:7krbSH3rd8lhIZvuzTV3Bl,James Arthur,Naked,Columbia Local,89,144,6,5380264,regional-global-weekly-2018-01-04.csv
108,spotify:track:5troof8mcGO3AafoDbk1gc,Taylor Swift,Look What You Made Me Do,Taylor Swift,1,132,19,5360192,regional-global-weekly-2018-01-04.csv
109,spotify:track:0ERbK7qVqveCaBWIiYCrl3,"Romeo Santos, Daddy Yankee, Nicky Jam",Bella y Sensual,Sony Music Latin,106,133,23,5337616,regional-global-weekly-2018-01-04.csv
110,spotify:track:1XRgIKC5TPwo7nWGyKqgG0,"Gucci Mane, Migos",I Get the Bag (feat. Migos),Guwop Enterprises/Atlantic,45,140,20,5237620,regional-global-weekly-2018-01-04.csv
111,spotify:track:0tPQPaOKM32WgMSbPCYyRH,"David Guetta, AFROJACK, Charli xcx, French Montana",Dirty Sexy Money (feat. Charli XCX & French Montana),Parlophone (France),100,164,9,5155306,regional-global-weekly-2018-01-04.csv
112,spotify:track:0VgkVdmE4gld66l8iyGjgx,Future,Mask Off,Epic/Freebandz/A1,5,151,46,5133585,regional-global-weekly-2018-01-04.csv
113,spotify:track:4R55IUi2x7S5ek2SpebOiE,Wolfine,Bella,LOMIORECORDS,113,174,2,5130171,regional-global-weekly-2018-01-04.csv
114,spotify:track:0I20rLT2MJDhcF96AjbNYo,"Zedd, Alessia Cara",Stay,UMGRI Interscope,7,182,45,5107347,regional-global-weekly-2018-01-04.csv
115,spotify:track:4IWAyPf1KMq7JCyGeCjTeH,Imagine Dragons,Whatever It Takes,Kid Ina Korner / Interscope,51,169,21,5037261,regional-global-weekly-2018-01-04.csv
116,spotify:track:6fxVffaTuwjgEk5h9QyRjy,Ed Sheeran,Photograph,Atlantic Records UK,41,158,54,4936598,regional-global-weekly-2018-01-04.csv
117,spotify:track:7MHN1aCFtLXjownGhvEQlF,Manuel Turizo,Una Lady Como Tú,Sony Music Latin/La Industria,38,148,31,4936442,regional-global-weekly-2018-01-04.csv
118,spotify:track:0Qh38w01QRXK6KHIv0e3hb,P!nk,What About Us,RCA Records Label,18,157,21,4924822,regional-global-weekly-2018-01-04.csv
119,spotify:track:1NDxZ7cFAo481dtYWdrUnR,"Maggie Lindemann, Cheat Codes, CADE",Pretty Girl - Cheat Codes X CADE Remix,300 Entertainment,23,-1,38,4856058,regional-global-weekly-2018-01-04.csv
120,spotify:track:76cy1WJvNGJTj78UqeA5zr,Dua Lipa,IDGAF,Warner Records,120,-1,1,4847913,regional-global-weekly-2018-01-04.csv
121,spotify:track:6WbADFqMvR8N5u0BvtsWQE,"Avicii, Sandro Cavazza",Without You (feat. Sandro Cavazza),Pophouse Entertainment Group,21,186,21,4843562,regional-global-weekly-2018-01-04.csv
122,spotify:track:5yuShbu70mtHXY0yLzCQLQ,Post Malone,Go Flex,Mercury Records/Republic Owned,52,156,26,4834620,regional-global-weekly-2018-01-04.csv
123,spotify:track:7fwXWKdDNI5IutOMc5OKYw,"J Balvin, Willy William, Beyoncé",Mi Gente (feat. Beyoncé),Mi Gente Remix,15,-1,13,4821810,regional-global-weekly-2018-01-04.csv
124,spotify:track:3NdDpSvN911VPGivFlV5d0,"ZAYN, Taylor Swift",I Don’t Wanna Live Forever (Fifty Shades Darker),Taylor Swift,2,171,54,4766664,regional-global-weekly-2018-01-04.csv
125,spotify:track:5aAx2yezTd8zXrkmtKl66Z,"The Weeknd, Daft Punk",Starboy,The Weeknd/Lyric,1,173,54,4707366,regional-global-weekly-2018-01-04.csv
126,spotify:track:630sXRhIcfwr2e4RdNtjKN,"Zac Efron, Zendaya",Rewrite The Stars,Atlantic Records,126,-1,1,4693532,regional-global-weekly-2018-01-04.csv
127,spotify:track:6PCUP3dWmTjcTtXY02oFdT,Ed Sheeran,Castle on the Hill,Atlantic Records UK,2,181,52,4680307,regional-global-weekly-2018-01-04.csv
128,spotify:track:0yyZN5ASdrYu0XYWFzfxUu,"Jesse & Joy, Gente De Zona",3 A.M.,WM Mexico,112,165,16,4634747,regional-global-weekly-2018-01-04.csv
129,spotify:track:1Qg9jWGDkKAGZXj5v2OG59,Maroon 5,Wait,Interscope Records*,74,172,9,4628567,regional-global-weekly-2018-01-04.csv
130,spotify:track:2xGjteMU3E1tkEPVFBO08U,"Keala Settle, The Greatest Showman Ensemble",This Is Me,Atlantic Records,130,-1,1,4598787,regional-global-weekly-2018-01-04.csv
131,spotify:track:22eADXu8DfOAUEDw4vU8qy,"Chris Jedi, J Balvin, Ozuna, Arcángel",Ahora Dice,UMLE - Latino,46,168,39,4580081,regional-global-weekly-2018-01-04.csv
132,spotify:track:1Slwb6dOYkBlWal1PGtnNg,Ed Sheeran,Thinking out Loud,Atlantic Records UK,58,175,54,4551127,regional-global-weekly-2018-01-04.csv
133,spotify:track:5knuzwU65gJK7IF5yJsuaW,"Clean Bandit, Anne-Marie, Sean Paul",Rockabye (feat. Sean Paul & Anne-Marie),Atlantic Records UK,3,-1,52,4532232,regional-global-weekly-2018-01-04.csv
134,spotify:track:790MhTXPFrYkrqCKvpg4t1,"NAV, Lil Uzi Vert",Wanted You (feat. Lil Uzi Vert),XO Records,99,146,8,4515164,regional-global-weekly-2018-01-04.csv
135,spotify:track:3ebXMykcMXOcLeJ9xZ17XH,"Martin Garrix, Dua Lipa",Scared to Be Lonely,Epic Amsterdam,5,-1,47,4501582,regional-global-weekly-2018-01-04.csv
136,spotify:track:3qk4wRMDlaeagZGjSYbsOV,"G-Eazy, Charlie Puth",Sober,BPG/RVG/RCA Records,111,166,3,4497031,regional-global-weekly-2018-01-04.csv
137,spotify:track:7vu0JkJh0ldukEYbTVcqd0,Julia Michaels,Issues,J/Republic,9,193,51,4474397,regional-global-weekly-2018-01-04.csv
138,spotify:track:7AQim7LbvFVZJE3O8TYgf2,"XXXTENTACION, Trippie Redd",Fuck Love,Bad Vibes Forever / EMPIRE,41,170,19,4439642,regional-global-weekly-2018-01-04.csv
139,spotify:track:3A7qX2QjDlPnazUsRk5y0M,"David Guetta, Justin Bieber",2U (feat. Justin Bieber),Parlophone UK,3,196,30,4431451,regional-global-weekly-2018-01-04.csv
140,spotify:track:5ChkMS8OtdzJeqyybCc9R5,Michael Jackson,Billie Jean,Epic/Legacy,140,-1,1,4317606,regional-global-weekly-2018-01-04.csv
141,spotify:track:40oKW22ZNNkEdZLJTScaQI,"Kodak Black, XXXTENTACION",Roll in Peace (feat. XXXTENTACION),Atlantic Records,79,185,20,4304946,regional-global-weekly-2018-01-04.csv
142,spotify:track:7hDc8b7IXETo14hHIHdnhd,Drake,Passionfruit,Cash Money Records/Young Money Ent./Universal Rec.,2,-1,41,4303794,regional-global-weekly-2018-01-04.csv
143,spotify:track:6p8NuHm8uCGnn2Dtbtf7zE,"Migos, Gucci Mane",Slippery (feat. Gucci Mane),Quality Control Music,71,187,40,4289203,regional-global-weekly-2018-01-04.csv
144,spotify:track:3kxfsdsCpFgN412fpnW85Y,Childish Gambino,Redbone,Glassnote - VMG,35,194,54,4272585,regional-global-weekly-2018-01-04.csv
145,spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,Post Malone,White Iverson,Mercury Records/Republic Owned,100,184,46,4262115,regional-global-weekly-2018-01-04.csv
146,spotify:track:38yBBH2jacvDxrznF7h08J,Niall Horan,Slow Hands,Capitol Records (US1A),29,199,35,4252974,regional-global-weekly-2018-01-04.csv
