rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,source_file
34,spotify:track:1D3ODoXHBLpdxolZRHWV1j,"Jonas Blue, RAYE",By Your Side,Positiva,34,38,2,8796175,regional-global-weekly-2017-01-05.csv
35,spotify:track:3AEZUABDXNtecAOSC1qTfo,CNCO,Reggaetón Lento (Bailemos),Sony Music Latin,32,32,2,8739078,regional-global-weekly-2017-01-05.csv
36,spotify:track:0JiVRyTJcJnmlwCZ854K4p,Alan Walker,Alone,Kreatell Music,36,40,2,8667916,regional-global-weekly-2017-01-05.csv
37,spotify:track:7aV2mflaASUmGhCErm7kBO,"Nevada, Mark Morrison, Fetty Wap",The Mack,Capitol,37,37,2,8616666,regional-global-weekly-2017-01-05.csv
38,spotify:track:4Q4jmPHwu0wrJvqrld0FQ6,Zara Larsson,I Would Like,Epic/Record Company TEN,38,42,2,8595924,regional-global-weekly-2017-01-05.csv
39,spotify:track:1cG0umU5TKStygKsPFZ9pY,"Robin Schulz, David Guetta, Cheat Codes",Shed a Light,Tonspiel,39,55,2,8509565,regional-global-weekly-2017-01-05.csv
40,spotify:track:17Fd6Yb7mSbinKG8LoWfFl,"Mike Posner, Seeb",I Took A Pill In Ibiza - Seeb Remix,"Monster Mountain, LLC / Island",40,49,2,8454914,regional-global-weekly-2017-01-05.csv
41,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),Artist Partner,39,39,2,8303152,regional-global-weekly-2017-01-05.csv
42,spotify:track:1a5Yu5L18qNxVhXx38njON,"Alok, Zeeba, Bruno Martini",Hear Me Now,Spinnin' Records,42,57,2,8207067,regional-global-weekly-2017-01-05.csv
43,spotify:track:6rQSrBHf7HlZjtcMZ4S4bO,"J Balvin, Pharrell Williams, BIA, Sky Rompiendo",Safari,UMLE - Latino,43,44,2,7845521,regional-global-weekly-2017-01-05.csv
44,spotify:track:7yyRTcZmCiyzzJlNzGC9Ol,"DRAM, Lil Yachty",Broccoli (feat. Lil Yachty),W.A.V.E. Recordings/EMPIRE/Atlantic,44,48,2,7780722,regional-global-weekly-2017-01-05.csv
45,spotify:track:0azC730Exh71aQlOt9Zj3y,"Calvin Harris, Rihanna",This Is What You Came For,Columbia,45,62,2,7637496,regional-global-weekly-2017-01-05.csv
46,spotify:track:5hYTyyh2odQKphUbMqc5gN,"Alessia Cara, Disney",How Far I'll Go - Alessia Cara Version,Walt Disney Records,46,56,2,7503448,regional-global-weekly-2017-01-05.csv
47,spotify:track:5hTpBe8h35rJ67eAWHQsJx,Aminé,Caroline,Universal Records,47,50,2,7431437,regional-global-weekly-2017-01-05.csv
48,spotify:track:4tCtwWceOPWzenK2HAIJSb,"Fifth Harmony, Ty Dolla $ign",Work from Home (feat. Ty Dolla $ign),Syco Music/Epic,48,69,2,7241437,regional-global-weekly-2017-01-05.csv
49,spotify:track:7DM4BPaS7uofFul3ywMe46,"Ricky Martin, Maluma",Vente Pa' Ca (feat. Maluma),Sony Music Latin,49,52,2,7074781,regional-global-weekly-2017-01-05.csv
50,spotify:track:3QwBODjSEzelZyVjxPOHdq,"Zion & Lennox, J Balvin",Otra Vez (feat. J Balvin),WEA Latina,50,53,2,6786526,regional-global-weekly-2017-01-05.csv
51,spotify:track:4F7A0DXBrmUAkp32uenhZt,The Weeknd,Party Monster,The Weeknd/Lyric,43,43,2,6656284,regional-global-weekly-2017-01-05.csv
52,spotify:track:3AsAuGTaDQzavZZThyYlop,"NEIKED, Dyo",Sexual,Polydor Records,52,58,2,6572154,regional-global-weekly-2017-01-05.csv
53,spotify:track:5bZtRlMBU76vHuDOb1GM5u,"Jonas Blue, JP Cooper",Perfect Strangers,UMOD (Universal Music On Demand),53,61,2,6506901,regional-global-weekly-2017-01-05.csv
54,spotify:track:7xHWNBFm6ObGEQPaUxHuKO,"Sia, Kendrick Lamar",The Greatest (feat. Kendrick Lamar),Monkey Puzzle Records/RCA Records,54,-1,1,6452978,regional-global-weekly-2017-01-05.csv
55,spotify:track:2Z8WuEywRWYTKe1NybPQEW,Twenty One Pilots,Ride,Fueled By Ramen,54,54,2,6437621,regional-global-weekly-2017-01-05.csv
56,spotify:track:0SGkqnVQo9KPytSri1H6cF,Big Sean,Bounce Back,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,56,63,2,6363452,regional-global-weekly-2017-01-05.csv
57,spotify:track:6I6NX6tjGsxFAsIfGzY9lJ,J. Cole,Deja Vu,J. Cole P&D,47,47,2,6314763,regional-global-weekly-2017-01-05.csv
58,spotify:track:6HUnnBwYZqcED1eQztxMBN,Martin Jensen,Solo Dance,Intercord,58,79,2,6284819,regional-global-weekly-2017-01-05.csv
59,spotify:track:14WWzenpaEgQZlqPq2nk4v,"Rihanna, Drake",Work,Roc Nation / Rihanna,59,75,2,6239752,regional-global-weekly-2017-01-05.csv
60,spotify:track:11KJSRSgaDxqydKYiD2Jew,"Drake, Rihanna",Too Good,Cash Money Records/Young Money Ent./Universal Rec.,60,64,2,5953272,regional-global-weekly-2017-01-05.csv
61,spotify:track:58zsLZPvfflaiIbNWoA22O,Rag'n'Bone Man,Human,Best Laid Plans/Columbia,61,71,2,5918973,regional-global-weekly-2017-01-05.csv
62,spotify:track:3hB5DgAiMAQ4DzYbsMq1IT,Justin Bieber,Love Yourself,RBMG/Def Jam,62,74,2,5890670,regional-global-weekly-2017-01-05.csv
63,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,Twenty One Pilots,Stressed Out,Fueled By Ramen,63,65,2,5871752,regional-global-weekly-2017-01-05.csv
64,spotify:track:7gHs73wELdeycvS48JfIos,Alan Walker,Faded,Kreatell Music,64,72,2,5824048,regional-global-weekly-2017-01-05.csv
65,spotify:track:69bp2EbF7Q2rqc5N3ylezZ,Justin Bieber,Sorry,RBMG/Def Jam,65,76,2,5808895,regional-global-weekly-2017-01-05.csv
66,spotify:track:5OOkp4U9P9oL23maHFHL1h,Desiigner,Panda,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,66,73,2,5724207,regional-global-weekly-2017-01-05.csv
67,spotify:track:7vRriwrloYVaoAe3a9wJHe,"gnash, Olivia O'Brien","i hate u, i love u (feat. olivia o'brien)",:):,67,67,2,5635133,regional-global-weekly-2017-01-05.csv
68,spotify:track:2BrzlUj1u1CtvaJDGIKpsP,"Noah Cyrus, Labrinth",Make Me (Cry),"Records Label, LLC",68,83,2,5566396,regional-global-weekly-2017-01-05.csv
69,spotify:track:4vb4mFvYsr2h6enhjJsq9Y,Adele,Water Under the Bridge,XL Recordings,69,93,2,5353806,regional-global-weekly-2017-01-05.csv
70,spotify:track:2aFiaMXmWsM3Vj72F9ksBl,DNCE,Cake By The Ocean,Joseph Jonas/Republic Records,70,103,2,5330563,regional-global-weekly-2017-01-05.csv
71,spotify:track:6bLopGnirdrilrpdVB6Um1,Sia,The Greatest,Monkey Puzzle Records/RCA Records,15,15,2,5284495,regional-global-weekly-2017-01-05.csv
72,spotify:track:1OAiWI2oPmglaOiv9fdioU,"Coldplay, Seeb",Hymn for the Weekend - Seeb Remix,Parlophone UK,72,95,2,5270881,regional-global-weekly-2017-01-05.csv
73,spotify:track:2CPqh63wRVscbceKcPxwvv,"Mike Perry, shy martin",The Ocean (feat. Shy Martin),DF Records,73,94,2,5266699,regional-global-weekly-2017-01-05.csv
74,spotify:track:2HzfRSfCogBSsgW2CckVA2,Luke Christopher,Lot to Learn,ByStorm Entertainment/RCA Records,74,89,2,5255557,regional-global-weekly-2017-01-05.csv
75,spotify:track:4dASQiO1Eoo3RJvt74FtXB,"Lil Wayne, Wiz Khalifa, Imagine Dragons, X Ambassadors, Logic, Ty Dolla $ign","Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Atlantic Records,75,78,2,5195824,regional-global-weekly-2017-01-05.csv
76,spotify:track:0L7loeTIg6akW84aEQZpCT,"Major Lazer, Nyla, Fuse ODG",Light It Up (Remix),DML Music IP,76,102,2,5194169,regional-global-weekly-2017-01-05.csv
77,spotify:track:0B8B8cVRFIG1yznoQe7c9s,"The Chainsmokers, XYLØ",Setting Fires,Disruptor Records/Columbia,77,81,2,5143530,regional-global-weekly-2017-01-05.csv
78,spotify:track:6F609ICg9Spjrw1epsAnpa,Drake,Controlla,Cash Money Records/Young Money Ent./Universal Rec.,78,92,2,5104189,regional-global-weekly-2017-01-05.csv
79,spotify:track:0EPxmvsG1BY5td4aTOkWBF,MC G15,Deu Onda,GR6 Music,79,117,2,5074994,regional-global-weekly-2017-01-05.csv
80,spotify:track:0sXvAOmXgjR2QUqLK1MltU,"Carlos Vives, Shakira",La Bicicleta,Sony Music Latin,80,85,2,5034668,regional-global-weekly-2017-01-05.csv
81,spotify:track:0YHUITU3w6ws1v8ehT264g,Little Mix,Shout Out to My Ex,Syco Music,81,88,2,5010693,regional-global-weekly-2017-01-05.csv
82,spotify:track:7yHEDfrJNd0zWOfXwydNH0,Ariana Grande,Into You,Universal Records,82,115,2,5007872,regional-global-weekly-2017-01-05.csv
83,spotify:track:2wDjpPW3HZdA9quPPmZAMu,"Cashmere Cat, Selena Gomez, Tory Lanez",Trust Nobody (feat. Selena Gomez & Tory Lanez),Benny Blanco Major,83,97,2,4987309,regional-global-weekly-2017-01-05.csv
84,spotify:track:5J1c3M4EldCfNxXwrwt8mT,Sebastian Yatra,Traicionera,UMLE - Latino,84,91,2,4882394,regional-global-weekly-2017-01-05.csv
85,spotify:track:0hNduWmlWmEmuwEFcYvRu1,Petit Biscuit,Sunset Lover,Petit Biscuit,85,106,2,4870064,regional-global-weekly-2017-01-05.csv
86,spotify:track:6fwdbPMwP1zVStm8FybmkO,"21 Savage, Metro Boomin, Future",X (feat. Future),"Slaughter Gang, LLC",86,100,2,4860530,regional-global-weekly-2017-01-05.csv
87,spotify:track:5uDASfU19gDxSjW8cnCaBp,"Rob $tone, J. Davi$, J Spooks",Chill Bill (feat. J. Davi$ & Spooks),RCA Records Label,86,86,2,4855305,regional-global-weekly-2017-01-05.csv
88,spotify:track:1Tt4sE4pXi57mTD1GCzsqm,Rihanna,Needed Me,Roc Nation / Rihanna,88,96,2,4780393,regional-global-weekly-2017-01-05.csv
89,spotify:track:7129iqBafaphfc3WPCGC0L,Lukas Graham,7 Years,Warner Records,89,104,2,4707790,regional-global-weekly-2017-01-05.csv
90,spotify:track:1lItf5ZXJc1by9SbPeljFd,"Zay Hilfigerrr, Zayion McCall",Juju on That Beat (TZ Anthem),"Tha Lights Global, INC/Atlantic Recording Corp",80,80,2,4580028,regional-global-weekly-2017-01-05.csv
91,spotify:track:1CnPYaKxTVb4LWOtiGOm0m,Jon Bellion,All Time Low,Capitol Records (CAP),91,129,2,4566918,regional-global-weekly-2017-01-05.csv
92,spotify:track:2XMTqoHHSH0lvuXrvIEdco,"FRENSHIP, Emily Warren",Capsize,Columbia,92,114,2,4535409,regional-global-weekly-2017-01-05.csv
93,spotify:track:4BHzQ9C00ceJxfG16AlNWb,Adele,Send My Love (To Your New Lover),XL Recordings,93,124,2,4507243,regional-global-weekly-2017-01-05.csv
94,spotify:track:6OZh916QF8XNunWaP97WEZ,"Jonas Blue, Dakota",Fast Car,Positiva,94,130,2,4476496,regional-global-weekly-2017-01-05.csv
95,spotify:track:0kN8xEmgMW9mh7UmDYHlJP,Bruno Mars,Versace on the Floor,Atlantic Records,95,105,2,4471484,regional-global-weekly-2017-01-05.csv
96,spotify:track:4ckuS4Nj4FZ7i3Def3Br8W,"Drake, 21 Savage",Sneakin’,Cash Money Records/Young Money Ent./Universal Rec.,96,107,2,4450133,regional-global-weekly-2017-01-05.csv
97,spotify:track:0tICYNayWWhH9GPeFrfjfD,"Kungs, Cookin' On 3 Burners",This Girl (Kungs Vs. Cookin' On 3 Burners),Universal Music Division Island Def Jam,97,116,2,4429308,regional-global-weekly-2017-01-05.csv
98,spotify:track:58IL315gMSTD37DOZPJ2hf,Daddy Yankee,Shaky Shaky,Craft Latino,98,101,2,4422007,regional-global-weekly-2017-01-05.csv
99,spotify:track:6YZdkObH88npeKrrkb8Ggf,"Enrique Iglesias, Wisin",DUELE EL CORAZON (feat. Wisin),RCA Records/Sony Music International/Sony Music Latin,99,118,2,4372050,regional-global-weekly-2017-01-05.csv
100,spotify:track:40UroIGvsMPLPBYwH8rMNA,"Vice, Jasmine Thompson, Skizzy Mars",Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Atlantic Records,100,113,2,4358210,regional-global-weekly-2017-01-05.csv
101,spotify:track:4h90qkbnW1Qq6pBhoPvwko,"The Weeknd, Kendrick Lamar",Sidewalks,The Weeknd/Lyric,98,98,2,4342298,regional-global-weekly-2017-01-05.csv
102,spotify:track:4OZEu0Vwq0RB2LAq14v99n,"DJ Snake, Bipolar Sunshine",Middle,DJ Snake Def Jam,102,112,2,4329068,regional-global-weekly-2017-01-05.csv
103,spotify:track:6fxVffaTuwjgEk5h9QyRjy,Ed Sheeran,Photograph,Atlantic Records UK,103,123,2,4310532,regional-global-weekly-2017-01-05.csv
104,spotify:track:5DA77EqppDmCTWGovd4oTP,"Cheat Codes, Kris Kross Amsterdam",Sex,Casablanca new/Republic Records,104,160,2,4278981,regional-global-weekly-2017-01-05.csv
105,spotify:track:4qqArAiTPueDxIp7cf87h7,MØ,Final Song,Chess Club/RCA Victor,105,134,2,4238426,regional-global-weekly-2017-01-05.csv
106,spotify:track:1FUViuNSldssMIawrOXF2i,Bebe Rexha,I Got You,Warner Records,106,122,2,4229584,regional-global-weekly-2017-01-05.csv
107,spotify:track:40YcuQysJ0KlGQTeGUosTC,"G-Eazy, Bebe Rexha","Me, Myself & I",BPG/RVG/RCA Records,107,126,2,4213342,regional-global-weekly-2017-01-05.csv
108,spotify:track:4nMlau89VAjmV7agkl7OY3,Andy Grammer,Fresh Eyes,S-Curve Records,108,119,2,4197759,regional-global-weekly-2017-01-05.csv
109,spotify:track:04CttTezSnv71USiiG9mIo,"Hearts & Colors, Andrelli",Lighthouse - Andrelli Remix,Firefly Entertainment,109,143,2,4134591,regional-global-weekly-2017-01-05.csv
110,spotify:track:4gmmRb6bZJffOOiww1JGTO,"21 Savage, Metro Boomin",No Heart,"Slaughter Gang, LLC",109,109,2,4133574,regional-global-weekly-2017-01-05.csv
111,spotify:track:4mU5iXHeLgbR94siF7p1sY,The Weeknd,Six Feet Under,The Weeknd/Lyric,108,108,2,4080235,regional-global-weekly-2017-01-05.csv
112,spotify:track:20ZAJdsKB5IGbGj4ilRt2o,Ozuna,Dile Que Tu Me Quieres,VP Records Corp/Dimelo Vi,112,133,2,4019163,regional-global-weekly-2017-01-05.csv
113,spotify:track:4WjH9Bzt3kx7z8kl0awxh4,"Major Lazer, DJ Snake, MØ",Lean On,DML Music IP,113,135,2,4019075,regional-global-weekly-2017-01-05.csv
114,spotify:track:6stYbAJgTszHAHZMPxWWCY,"IAmChino, Pitbull, Yandel, El Chacal",Ay Mi Dios,Mr. 305 Records,114,128,2,3988644,regional-global-weekly-2017-01-05.csv
115,spotify:track:2MHCiOohBZEQuLgDTPvSzF,"Galantis, Hook N Sling",Love on Me,Big Beat Records,115,144,2,3982786,regional-global-weekly-2017-01-05.csv
116,spotify:track:7JYsArznYOjX2jsrT3UEnL,Young M.A,OOOUUU,M.A Music / 3D,116,125,2,3972504,regional-global-weekly-2017-01-05.csv
117,spotify:track:5nA67Y0XX9JipZwYxX7Gl7,Niall Horan,This Town,Capitol Records (US1A),117,127,2,3961398,regional-global-weekly-2017-01-05.csv
118,spotify:track:3kxfsdsCpFgN412fpnW85Y,Childish Gambino,Redbone,Glassnote - VMG,118,121,2,3942364,regional-global-weekly-2017-01-05.csv
119,spotify:track:3E2Zh20GDCR9B1EYjfXWyv,AJR,Weak,BMG Rights Management (US) LLC,119,146,2,3930815,regional-global-weekly-2017-01-05.csv
120,spotify:track:1Slwb6dOYkBlWal1PGtnNg,Ed Sheeran,Thinking out Loud,Atlantic Records UK,120,150,2,3883321,regional-global-weekly-2017-01-05.csv
121,spotify:track:02WacdrRpm4zlP8H7X6bnQ,Calum Scott,Dancing On My Own,Capitol Records (US1A),121,148,2,3870258,regional-global-weekly-2017-01-05.csv
122,spotify:track:0PDUDa38GO8lMxLCRc4lL1,ZAYN,PILLOWTALK,RCA Records Label,122,165,2,3861117,regional-global-weekly-2017-01-05.csv
123,spotify:track:2Ae5awwKvQpTBKQHr1TYCg,"Nause, Pretty Sister",Dynamite (feat. Pretty Sister),WM Sweden,123,147,2,3812275,regional-global-weekly-2017-01-05.csv
124,spotify:track:1rIKgCH4H52lrvDcz50hS8,Zara Larsson,Lush Life,Epic/Record Company TEN,124,158,2,3786825,regional-global-weekly-2017-01-05.csv
125,spotify:track:0ADG9OgdVTL7fgREP75BrZ,Zara Larsson,Ain't My Fault,Epic/Record Company TEN,125,157,2,3739087,regional-global-weekly-2017-01-05.csv
126,spotify:track:0v9Wz8o0BT8DU38R4ddjeH,"Chance the Rapper, Lil Wayne, 2 Chainz",No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,126,168,2,3737135,regional-global-weekly-2017-01-05.csv
127,spotify:track:4sPmO7WMQUAf45kwMOtONw,Adele,Hello,XL Recordings,127,151,2,3703686,regional-global-weekly-2017-01-05.csv
128,spotify:track:12REd1n8PeiHHWOh066tpr,"Flume, kai",Never Be Like You (feat. Kai),Mom+Pop,128,-1,1,3684307,regional-global-weekly-2017-01-05.csv
129,spotify:track:6O6M7pJLABmfBRoGZMu76Y,"The Chainsmokers, ROZES",Roses,Disruptor Records/Columbia,129,154,2,3608588,regional-global-weekly-2017-01-05.csv
130,spotify:track:2EEeOnHehOozLq4aS0n6SL,"KYLE, Lil Yachty",iSpy (feat. Lil Yachty),independently popular.,130,186,2,3575433,regional-global-weekly-2017-01-05.csv
131,spotify:track:0gb1J5UrTpzaU1s3nupgCd,Galantis,No Money,Big Beat Records,131,175,2,3554030,regional-global-weekly-2017-01-05.csv
132,spotify:track:2aksifNn5ph8igDOkPBA02,Rihanna,Love On The Brain,Roc Nation / Rihanna,132,161,2,3542741,regional-global-weekly-2017-01-05.csv
133,spotify:track:6DUdDIRgLqCGq1DwkNWQTN,Maluma,Borro Cassette,Sony Music Latin,133,141,2,3540886,regional-global-weekly-2017-01-05.csv
134,spotify:track:20dP2DaMHIAmwWAbp7peSr,"Young Thug, Travis Scott, Quavo",pick up the phone (feat. Quavo),Cactus Jack / Epic,134,167,2,3536673,regional-global-weekly-2017-01-05.csv
135,spotify:track:1Bqxj0aH5KewYHKUg1IdrF,"G-Eazy, Marc E. Bassy",Some Kind Of Drug (feat. Marc E. Bassy),BPG/RVG/RCA Records,135,183,2,3535347,regional-global-weekly-2017-01-05.csv
136,spotify:track:3pzjHKrQSvXGHQ98dx18HI,Justin Bieber,What Do You Mean?,RBMG/Def Jam,136,155,2,3524637,regional-global-weekly-2017-01-05.csv
137,spotify:track:1WP1r7fuvRqZRnUaTi2I1Q,Shawn Mendes,Stitches,Island Records,137,149,2,3519447,regional-global-weekly-2017-01-05.csv
138,spotify:track:0utlOiJy2weVl9WTkcEWHy,J. Cole,Neighbors,J. Cole P&D,120,120,2,3496249,regional-global-weekly-2017-01-05.csv
139,spotify:track:5mey7CLLuFToM2P68Qu1gF,"Chino & Nacho, Daddy Yankee",Andas En Mi Cabeza,UMLE - Machete,139,153,2,3478154,regional-global-weekly-2017-01-05.csv
140,spotify:track:3dQDid3IUNhZy1OehIfYfE,Wisin,Vacaciones,Sony Music Latin,140,178,2,3474525,regional-global-weekly-2017-01-05.csv
141,spotify:track:2ANLarE8yHVsLWW21nj79M,Lil Uzi Vert,You Was Right,Generation Now/Atlantic,141,177,2,3452754,regional-global-weekly-2017-01-05.csv
142,spotify:track:3cFsmM51N5zMAuu1nNY4Tw,"Sean Paul, Dua Lipa",No Lie,Universal-Island Records Ltd.,142,-1,1,3424555,regional-global-weekly-2017-01-05.csv
143,spotify:track:5hEM0JchdVzQ5PwvSfITeX,"Piso 21, Maluma",Me Llamas (feat. Maluma) - Remix,WM Mexico,143,189,2,3389017,regional-global-weekly-2017-01-05.csv
144,spotify:track:7zTx8ePYAmPFQuxP3xlXZn,San Holo,Light,Columbia,144,184,2,3351499,regional-global-weekly-2017-01-05.csv
145,spotify:track:2s76aKBWKShlwPC4xTtEEE,State of Sound,Wake Up Where You Are,Columbia,145,170,2,3318446,regional-global-weekly-2017-01-05.csv
146,spotify:track:37F0uwRSrdzkBiuj0D5UHI,The Weeknd,Reminder,The Weeknd/Lyric,132,132,2,3316620,regional-global-weekly-2017-01-05.csv
147,spotify:track:2FBUoWkIuQXwayw2RNo5l6,Drake,Hotline Bling,Cash Money Records/Young Money Ent./Universal Rec.,147,174,2,3281748,regional-global-weekly-2017-01-05.csv
148,spotify:track:0lmdsH1MIoLsMymnNpd6HU,"Cheat Codes, Dante Klein",Let Me Hold You (Turn Me On),Spinnin' Records,148,193,2,3259850,regional-global-weekly-2017-01-05.csv
149,spotify:track:7of1slAJIWrXxP8ikAHxje,James Hersey,Miss You,Glassnote - VMG,149,181,2,3216083,regional-global-weekly-2017-01-05.csv
150,spotify:track:27GmP9AWRs744SzKcpJsTZ,"Drake, Future",Jumpman,Cash Money Records Inc.,150,182,2,3198884,regional-global-weekly-2017-01-05.csv
151,spotify:track:6AGON2BGdPmPMJGiiNuuwl,J. Cole,Immortal,J. Cole P&D,131,131,2,3145454,regional-global-weekly-2017-01-05.csv
